id,handle,titulo,sku,familia,marca_titulo,compat_proveedor,diametro,anchura,pcd,et,buje,acabado,peso_valor,peso_unidad,precio,compare_at,coste,stock,politica_inv,inv_seguido,requiere_envio,variantes,imagenes,img_ancho,img_alto,img_url,img_alt,colecciones,tags,metafields,seo_title,seo_desc,estado,canales,creado,calidad_ficha,problemas
10898621858125,oyl260416011-18-mercedes-benz,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416011,OYL260416011,wheel-design-011,mercedes-benz,BENZ C级 威霆,18,8.0,5x112,45,66.5,MYB,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,675,681,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-011_ee9283e2-5223-46e7-964a-328e02da16d8.png,"Juego de llantas 18X8.0 Mercedes-Benz, referencia OYL260416011",llantas-18-pulgadas|llantas-mercedes-benz,5x112|color-myb|et-45|llantas|llantas-18|mercedes-benz,11,"Llantas 18"" Mercedes-Benz | Juego de 4","Juego de 4 llantas 18X8.0, 5X112, ET +45, compatible de forma orientativa con BENZ C级 威霆. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:17:55Z,60,"imagen 675x681 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898621956429,oyl260416012-18-volkswagen,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416012,OYL260416012,wheel-design-012,volkswagen,VW途岳,18,7.0,5x112,45,57.1,MB,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,167,154,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-012_dc2d1afc-37a5-46b6-8e85-4d313f4f5d64.png,"Juego de llantas 18X7.0 Volkswagen, referencia OYL260416012",llantas-18-pulgadas|llantas-volkswagen,5x112|color-mb|et-45|llantas|llantas-18|volkswagen,11,"Llantas 18"" Volkswagen | Juego de 4","Juego de 4 llantas 18X7.0, 5X112, ET +45, compatible de forma orientativa con VW途岳. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:17:56Z,60,"imagen 167x154 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898621989197,oyl260416013-18-mercedes-benz,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416013,OYL260416013,wheel-design-013,mercedes-benz,BENZ E级,18,8.0,5x112,43,66.5,MG,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,120,116,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-013_ec9b89c2-fc8a-4ae8-84d7-74a467e4d9e3.png,"Juego de llantas 18X8.0 Mercedes-Benz, referencia OYL260416013",llantas-18-pulgadas|llantas-mercedes-benz,5x112|color-mg|et-43|llantas|llantas-18|mercedes-benz,11,"Llantas 18"" Mercedes-Benz | Juego de 4","Juego de 4 llantas 18X8.0, 5X112, ET +43, compatible de forma orientativa con BENZ E级. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:17:57Z,60,"imagen 120x116 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622054733,oyl260416014-18-bmw,Juego de 4 llantas 18 pulgadas BMW – OYL260416014,OYL260416014,wheel-design-014,bmw,BMW 3系前轮 2019,18,8.0,5x120,34,72.6,S,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,133,126,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-014_8765aa93-280e-440a-97fd-6ebfb6211bae.jpg,"Juego de llantas 18X8.0 BMW, referencia OYL260416014",llantas-18-pulgadas|llantas-bmw,5x120|bmw|color-s|et-34|llantas|llantas-18,11,"Llantas 18"" BMW | Juego de 4","Juego de 4 llantas 18X8.0, 5X120, ET +34, compatible de forma orientativa con BMW 3系前轮 2019. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:17:57Z,60,"imagen 133x126 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622087501,oyl260416015-18-bmw,Juego de 4 llantas 18 pulgadas BMW – OYL260416015,OYL260416015,wheel-design-014,bmw,BMW 3系后轮 2019,18,8.5,5x120,47,72.6,B,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,133,126,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-014_52dd364d-f935-47ab-8f99-c5dd0531d88b.jpg,"Juego de llantas 18X8.5 BMW, referencia OYL260416015",llantas-18-pulgadas|llantas-bmw,5x120|bmw|color-b|et-47|llantas|llantas-18,11,"Llantas 18"" BMW | Juego de 4","Juego de 4 llantas 18X8.5, 5X120, ET +47, compatible de forma orientativa con BMW 3系后轮 2019. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:17:58Z,60,"imagen 133x126 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622218573,oyl260416016-17-audi,Juego de 4 llantas 17 pulgadas Audi – OYL260416016,OYL260416016,wheel-design-015,audi,AUDIA4/改装车型,17,7.5,5x112,35,66.45,MB,40.0,KILOGRAMS,699.00,,,0,CONTINUE,False,True,1,1,156,158,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-015_08ad844c-fafd-4960-817c-74b06865bf3b.jpg,"Juego de llantas 17X7.5 Audi, referencia OYL260416016",llantas-17-pulgadas|llantas-audi,5x112|audi|color-mb|et-35|llantas|llantas-17,11,"Llantas 17"" Audi | Juego de 4","Juego de 4 llantas 17X7.5, 5X112, ET +35, compatible de forma orientativa con AUDIA4/改装车型. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:17:58Z,60,"imagen 156x158 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622251341,oyl260416017-18-vehiculos-europeos,Juego de 4 llantas 18 pulgadas Vehículos europeos – OYL260416017,OYL260416017,wheel-design-015,,改装,18,8.0,5x114.3,35,73.1,MB,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,156,158,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-015_d120915f-d016-43c4-9c3b-4c3c50412980.jpg,"Juego de llantas 18X8.0 Vehículos europeos, referencia OYL260416017",llantas-18-pulgadas,5x114.3|color-mb|et-35|llantas|llantas-18|vehículos-europeos,11,"Llantas 18"" Vehículos europeos | Juego de 4","Juego de 4 llantas 18X8.0, 5X114.3, ET +35, compatible de forma orientativa con 改装. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:17:59Z,60,"imagen 156x158 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622316877,oyl260416018-19-audi,Juego de 4 llantas 19 pulgadas Audi – OYL260416018,OYL260416018,wheel-design-015,audi,AUDI,19,8.5,5x112,35,66.45,MB,48.0,KILOGRAMS,899.00,,,0,CONTINUE,False,True,1,1,156,158,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-015_909cbf2b-650d-470f-b70f-b867a5d9cc0c.jpg,"Juego de llantas 19X8.5 Audi, referencia OYL260416018",llantas-19-pulgadas|llantas-audi,5x112|audi|color-mb|et-35|llantas|llantas-19,11,"Llantas 19"" Audi | Juego de 4","Juego de 4 llantas 19X8.5, 5X112, ET +35, compatible de forma orientativa con AUDI. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:00Z,75,"imagen 156x158 (por debajo de 800x800) · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622349645,oyl260416019-19-vehiculos-europeos,Juego de 4 llantas 19 pulgadas Vehículos europeos – OYL260416019,OYL260416019,wheel-design-015,,改装,19,8.5,5x114.3,35,73.1,MB,48.0,KILOGRAMS,899.00,,,0,CONTINUE,False,True,1,1,156,158,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-015_7d964a5b-c148-48b4-82c5-117962dfab7d.jpg,"Juego de llantas 19X8.5 Vehículos europeos, referencia OYL260416019",llantas-19-pulgadas,5x114.3|color-mb|et-35|llantas|llantas-19|vehículos-europeos,11,"Llantas 19"" Vehículos europeos | Juego de 4","Juego de 4 llantas 19X8.5, 5X114.3, ET +35, compatible de forma orientativa con 改装. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:00Z,60,"imagen 156x158 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622480717,oyl260416020-20-audi,Juego de 4 llantas 20 pulgadas Audi – OYL260416020,OYL260416020,wheel-design-015,audi,AUDIA8/Q7,20,9.0,5x112,30,66.45,MB,52.0,KILOGRAMS,999.00,,,0,CONTINUE,False,True,1,1,156,158,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-015_1e5558fa-2c82-4473-a12b-7cd0c74f4129.jpg,"Juego de llantas 20X9.0 Audi, referencia OYL260416020",llantas-20-pulgadas|llantas-audi,5x112|audi|color-mb|et-30|llantas|llantas-20,11,"Llantas 20"" Audi | Juego de 4","Juego de 4 llantas 20X9.0, 5X112, ET +30, compatible de forma orientativa con AUDIA8/Q7. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:01Z,75,"imagen 156x158 (por debajo de 800x800) · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622546253,oyl260416021-21-audi,Juego de 4 llantas 21 pulgadas Audi – OYL260416021,OYL260416021,wheel-design-015,audi,AUDIA8/Q7,21,9.0,5x112,30,66.45,MB,56.0,KILOGRAMS,1099.00,,,0,CONTINUE,False,True,1,1,156,158,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-015_670832a9-f4b4-4622-92ae-ebe10f53d965.jpg,"Juego de llantas 21X9.0 Audi, referencia OYL260416021",llantas-21-pulgadas|llantas-audi,5x112|audi|color-mb|et-30|llantas|llantas-21,11,"Llantas 21"" Audi | Juego de 4","Juego de 4 llantas 21X9.0, 5X112, ET +30, compatible de forma orientativa con AUDIA8/Q7. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:02Z,75,"imagen 156x158 (por debajo de 800x800) · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622579021,oyl260416022-18-bmw,Juego de 4 llantas 18 pulgadas BMW – OYL260416022,OYL260416022,wheel-design-016,bmw,BMW 5系,18,8.0,5x112,30,66.56,MG,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,141,133,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-016_0322a0b6-eae1-4d1e-8e18-4101d8fe2c39.png,"Juego de llantas 18X8.0 BMW, referencia OYL260416022",llantas-18-pulgadas|llantas-bmw,5x112|bmw|color-mg|et-30|llantas|llantas-18,11,"Llantas 18"" BMW | Juego de 4","Juego de 4 llantas 18X8.0, 5X112, ET +30, compatible de forma orientativa con BMW 5系. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:02Z,60,"imagen 141x133 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622677325,oyl260416023-18-bmw,Juego de 4 llantas 18 pulgadas BMW – OYL260416023,OYL260416023,wheel-design-017,bmw,BMW 730Li,18,8.0,5x120,31,72.6,S,44.0,KILOGRAMS,799.00,,,0,CONTINUE,False,True,1,1,156,151,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-017_fe57e593-28c8-4cd3-927d-3e90fc009dd8.jpg,"Juego de llantas 18X8.0 BMW, referencia OYL260416023",llantas-18-pulgadas|llantas-bmw,5x120|bmw|color-s|et-31|llantas|llantas-18,11,"Llantas 18"" BMW | Juego de 4","Juego de 4 llantas 18X8.0, 5X120, ET +31, compatible de forma orientativa con BMW 730Li. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:03Z,75,"imagen 156x151 (por debajo de 800x800) · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622710093,oyl260416024-20-bmw,Juego de 4 llantas 20 pulgadas BMW – OYL260416024,OYL260416024,wheel-design-018,bmw,BMW *5后轮,20,11.0,5x120,37,74.1,B,52.0,KILOGRAMS,999.00,,,0,CONTINUE,False,True,1,1,133,121,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-018_7ff437ae-bbce-4fbe-a8a7-8a31d8ab8c7f.jpg,"Juego de llantas 20X11 BMW, referencia OYL260416024",llantas-20-pulgadas|llantas-bmw,5x120|bmw|color-b|et-37|llantas|llantas-20,11,"Llantas 20"" BMW | Juego de 4","Juego de 4 llantas 20X11, 5X120, ET +37, compatible de forma orientativa con BMW *5后轮. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:03Z,60,"imagen 133x121 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622775629,oyl260416025-20-bmw,Juego de 4 llantas 20 pulgadas BMW – OYL260416025,OYL260416025,wheel-design-018,bmw,BMW *5后轮,20,11.0,5x120,37,74.1,MG,52.0,KILOGRAMS,999.00,,,0,CONTINUE,False,True,1,1,133,121,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-018_3ee07e97-8248-41ee-b0ca-d052922dad68.jpg,"Juego de llantas 20X11 BMW, referencia OYL260416025",llantas-20-pulgadas|llantas-bmw,5x120|bmw|color-mg|et-37|llantas|llantas-20,11,"Llantas 20"" BMW | Juego de 4","Juego de 4 llantas 20X11, 5X120, ET +37, compatible de forma orientativa con BMW *5后轮. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:04Z,60,"imagen 133x121 (por debajo de 800x800) · chino del proveedor visible en la descripción · chino del proveedor visible en la meta description · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
10898622841165,oyl260416026-19-mercedes-benz,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416026,OYL260416026,wheel-design-019,mercedes-benz,BENZ,19,8.5,5x112,38,66.56,MIYB,48.0,KILOGRAMS,899.00,,,0,CONTINUE,False,True,1,1,199,204,https://cdn.shopify.com/s/files/1/0995/6920/5581/files/wheel-design-019_b8c43bc4-68e2-4f84-8cee-c5f24c97cc8c.png,"Juego de llantas 19X8.5 Mercedes-Benz, referencia OYL260416026",llantas-19-pulgadas|llantas-mercedes-benz,5x112|color-miyb|et-38|llantas|llantas-19|mercedes-benz,11,"Llantas 19"" Mercedes-Benz | Juego de 4","Juego de 4 llantas 19X8.5, 5X112, ET +38, compatible de forma orientativa con BENZ. Precio cerrado y entrega a domicilio.",DRAFT,ninguno,2026-09-18T16:18:05Z,75,"imagen 199x204 (por debajo de 800x800) · sin coste de proveedor registrado · precio = escalera fija por diámetro, no verificado como PVP · peso = escalera fija por diámetro, no medido · stock 0 sin seguimiento (venta continua)"
